-6.28319 12.5195
-6.22004 12.5486
-6.15689 12.5777
-6.09374 12.6067
-6.0306 12.6358
-5.96745 12.6648
-5.9043 12.6939
-5.84115 12.723
-5.778 12.752
-5.71486 12.7811
-5.65171 12.8101
-5.58856 12.8392
-5.52541 12.8683
-5.46227 12.8973
-5.39912 12.9264
-5.33597 12.9555
-5.27282 12.9845
-5.20968 13.0136
-5.14653 13.0426
-5.08338 13.0717
-5.02023 13.1008
-4.95709 13.1298
-4.89394 12.7597
-4.83079 11.9354
-4.76764 11.111
-4.7045 10.2867
-4.64135 9.4624
-4.5782 8.63807
-4.51505 7.81374
-4.45191 6.98942
-4.38876 6.1651
-4.32561 5.34077
-4.26246 4.51645
-4.19932 3.69212
-4.13617 2.8678
-4.07302 2.04348
-4.00987 1.21915
-3.94672 0.394824
-3.88358 -0.4295
-3.82043 -1.25382
-3.75728 -2.07815
-3.69413 -2.90248
-3.63099 -3.7268
-3.56784 -4.55112
-3.50469 -5.37545
-3.44154 -6.19977
-3.3784 -7.0241
-3.31525 -7.84842
-3.2521 -8.67273
-3.18895 -9.36124
-3.12581 -10.0497
-3.06266 -10.7369
-2.99951 -11.1518
-2.93636 -11.5667
-2.87322 -11.9816
-2.81007 -12.3965
-2.74692 -12.8114
-2.68377 -13.2263
-2.62063 -13.6412
-2.55748 -14.0561
-2.49433 -14.471
-2.43118 -14.8859
-2.36803 -15.3007
-2.30489 -14.8615
-2.24174 -14.3803
-2.17859 -13.8991
-2.11544 -13.418
-2.0523 -12.9368
-1.98915 -12.4557
-1.926 -11.9745
-1.86285 -11.4933
-1.79971 -11.0122
-1.73656 -10.5816
-1.67341 -10.151
-1.61026 -9.72037
-1.54712 -9.28976
-1.48397 -8.85916
-1.42082 -8.42855
-1.35767 -7.95478
-1.29453 -7.48016
-1.23138 -6.79633
-1.16823 -5.82497
-1.10508 -4.92479
-1.04194 -4.03263
-0.978788 -3.14047
-0.91564 -2.2483
-0.852493 -1.35614
-0.789345 -0.463982
-0.726198 0.50024
-0.66305 1.46449
-0.599902 2.42873
-0.536755 3.39298
-0.473607 4.35723
-0.41046 5.32147
-0.347312 6.28572
-0.284164 7.13316
-0.221017 7.82376
-0.157869 8.51436
-0.0947217 9.20496
-0.0315741 9.89556
0.0315741 10.3639
0.0947217 10.7885
0.157869 11.1755
0.221017 11.6122
0.284164 11.9765
0.347312 12.3408
0.41046 12.7051
0.473607 13.0694
0.536755 13.5846
0.599902 14.1085
0.66305 14.6324
0.726198 15.1319
0.789345 15.6079
0.852493 15.6136
0.91564 15.1334
0.978788 14.6533
1.04194 14.1947
1.10508 13.7403
1.16823 13.2697
1.23138 12.7991
1.29453 12.3284
1.35767 11.6756
1.42082 11.022
1.48397 10.3685
1.54712 9.71494
1.61026 9.06139
1.67341 8.40784
1.73656 7.63279
1.79971 6.8576
1.86285 6.08241
1.926 5.30721
1.98915 4.53202
2.0523 3.75683
2.11544 2.98163
2.17859 2.20644
2.24174 1.43125
2.30489 0.656056
2.36803 -0.119137
2.43118 -0.894332
2.49433 -1.66952
2.55748 -2.44472
2.62063 -3.21991
2.68377 -3.99509
2.74692 -4.75967
2.81007 -5.523
2.87322 -6.28632
2.93636 -7.04965
2.99951 -7.81298
3.06266 -8.57631
3.12581 -9.33964
3.18895 -10.103
3.2521 -10.8663
3.31525 -11.6296
3.3784 -12.3929
3.44154 -13.1563
3.50469 -13.9196
3.56784 -14.3114
3.63099 -14.7028
3.69413 -15.0941
3.75728 -15.4855
3.82043 -15.8768
3.88358 -15.6413
3.94672 -15.3836
4.00987 -14.8806
4.07302 -14.3776
4.13617 -13.8746
4.19932 -13.3716
4.26246 -12.8685
4.32561 -12.3655
4.38876 -11.8625
4.45191 -11.3595
4.51505 -10.8565
4.5782 -10.3535
4.64135 -9.85047
4.7045 -9.34746
4.76764 -8.84395
4.83079 -8.30526
4.89394 -7.62826
4.95709 -6.95125
5.02023 -6.27339
5.08338 -5.45119
5.14653 -4.629
5.20968 -3.8068
5.27282 -2.9846
5.33597 -2.16241
5.39912 -1.34022
5.46227 -0.518022
5.52541 0.304172
5.58856 1.12637
5.65171 1.94856
5.71486 2.77075
5.778 3.59295
5.84115 4.41514
5.9043 5.23734
5.96745 6.05954
6.0306 6.88173
6.09374 7.70392
6.15689 8.52612
6.22004 9.34831
6.28319 10.1757
